HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.id,Input.tweet,Answer.sentiment,Answer.subphrases,Answer.tweet_id,Answer.tweet_text,Approve,Reject
241KM05BMJTY20JSESG91A7SCUIEJ9,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:00 GMT 2014,4,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:00 GMT 2014,,,27CO2L92HEC0V8KTWN3CP0CPKWCGH2,A2HR7ZIX42FEPG,Approved,Wed Jan 15 15:45:42 GMT 2014,Wed Jan 15 15:46:04 GMT 2014,Thu Jan 16 07:46:04 PST 2014,Wed Jan 15 07:49:54 PST 2014,,,22,100% (59/59),100% (59/59),100% (59/59),5459413,"Just got round to watching some foody YouTube vids, great stuff online going up around the world all the time can learn so much from it",positive,aaaaaaaaappppppppppppppppp,5459413,"Just got round to watching some foody YouTube vids, great stuff online going up around the world all the time can learn so much from it",,
241KM05BMJTY20JSESG91A7SCUIEJ9,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:00 GMT 2014,4,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:00 GMT 2014,,,2VSXULRGNTBNOO93V46PHN62ZTTS60,A1C2LRGS40747I,Approved,Wed Jan 15 16:35:59 GMT 2014,Wed Jan 15 16:36:40 GMT 2014,Thu Jan 16 08:36:40 PST 2014,Wed Jan 15 08:50:19 PST 2014,,,41,100% (60/60),100% (60/60),100% (60/60),5459413,"Just got round to watching some foody YouTube vids, great stuff online going up around the world all the time can learn so much from it",positive,aaaaaaaaappaaaaaaaaapppppp,5459413,"Just got round to watching some foody YouTube vids, great stuff online going up around the world all the time can learn so much from it",,
241KM05BMJTY20JSESG91A7SCUIEJ9,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:00 GMT 2014,4,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:00 GMT 2014,,,2RSJPPSI2KYIANFF54BLW6WJI0RKQ7,A111JI6APXR6QV,Approved,Wed Jan 15 16:31:42 GMT 2014,Wed Jan 15 16:31:52 GMT 2014,Thu Jan 16 08:31:52 PST 2014,Wed Jan 15 09:00:06 PST 2014,,,10,100% (198/198),100% (198/198),100% (148/148),5459413,"Just got round to watching some foody YouTube vids, great stuff online going up around the world all the time can learn so much from it",positive,,5459413,"Just got round to watching some foody YouTube vids, great stuff online going up around the world all the time can learn so much from it",,
2IJK274J79KUH8OYL3XU7FCDB3THFP,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:05 GMT 2014,5,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:05 GMT 2014,,,2WGFXRDS4IC5Z00DVI6MB1A2X7NVYF,A13I8GYETPZSZW,Approved,Wed Jan 15 18:04:18 GMT 2014,Wed Jan 15 18:04:36 GMT 2014,Thu Jan 16 10:04:36 PST 2014,Thu Jan 16 01:06:24 PST 2014,,,18,100% (20/20),100% (20/20),100% (20/20),4911392,Just got my 20th Anniversary Sailor Moon iPhone case from premium Bandai in the mail today!,positive,ppppppppppppppppppppppppp,4911392,Just got my 20th Anniversary Sailor Moon iPhone case from premium Bandai in the mail today!,,
2IJK274J79KUH8OYL3XU7FCDB3THFP,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:05 GMT 2014,5,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:05 GMT 2014,,,20O618N46UXJXFRVVB5TXDSN8WVRPC,A19J8QB6W7Z8BF,Approved,Wed Jan 15 15:04:15 GMT 2014,Wed Jan 15 15:04:55 GMT 2014,Thu Jan 16 07:04:55 PST 2014,Wed Jan 15 07:08:00 PST 2014,,,40,100% (100/100),100% (100/100),100% (100/100),4911392,Just got my 20th Anniversary Sailor Moon iPhone case from premium Bandai in the mail today!,positive,pppppppppppppppp,4911392,Just got my 20th Anniversary Sailor Moon iPhone case from premium Bandai in the mail today!,,
2IJK274J79KUH8OYL3XU7FCDB3THFP,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:05 GMT 2014,5,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:05 GMT 2014,,,258ULF395SWA8IO5Q2EYXJBYUDVRD1,A2HR7ZIX42FEPG,Approved,Wed Jan 15 16:06:44 GMT 2014,Wed Jan 15 16:07:06 GMT 2014,Thu Jan 16 08:07:06 PST 2014,Wed Jan 15 08:09:13 PST 2014,,,22,100% (59/59),100% (59/59),100% (59/59),4911392,Just got my 20th Anniversary Sailor Moon iPhone case from premium Bandai in the mail today!,positive,pppaaaaaaaaaappp,4911392,Just got my 20th Anniversary Sailor Moon iPhone case from premium Bandai in the mail today!,,
2IJK274J79KUH8OYL3XU7FCDB3THFP,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:05 GMT 2014,5,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:05 GMT 2014,,,28XCOW0LGRZ7TEE5JBXVXUZWS3IZ8X,AS809NPDW8VZ0,Approved,Wed Jan 15 16:25:06 GMT 2014,Wed Jan 15 16:25:46 GMT 2014,Thu Jan 16 08:25:46 PST 2014,Wed Jan 15 08:50:25 PST 2014,,,40,100% (79/79),100% (79/79),100% (79/79),4911392,Just got my 20th Anniversary Sailor Moon iPhone case from premium Bandai in the mail today!,neutral,aaaaaaaaaaaaaaaa,4911392,Just got my 20th Anniversary Sailor Moon iPhone case from premium Bandai in the mail today!,,
2S5FSVGULF3DQUJWLFSF23NYUH79NY,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:03 GMT 2014,5,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:03 GMT 2014,,,2MPKNQY2RCJOR5MLC28RAKUIP2N3S1,A19J8QB6W7Z8BF,Approved,Wed Jan 15 15:27:09 GMT 2014,Wed Jan 15 15:27:41 GMT 2014,Thu Jan 16 07:27:41 PST 2014,Wed Jan 15 07:34:37 PST 2014,,,32,100% (100/100),100% (100/100),100% (100/100),2485516,It's almost 3 and I just finished my last video and I still have to upload it to YouTube,positive,ppppppppppeennnnnnn,2485516,It's almost 3 and I just finished my last video and I still have to upload it to YouTube,,
2S5FSVGULF3DQUJWLFSF23NYUH79NY,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:03 GMT 2014,5,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:03 GMT 2014,,,2UFQY2RCJK67KX1TFQRK4IAQOV45UE,A1C2LRGS40747I,Approved,Wed Jan 15 16:40:30 GMT 2014,Wed Jan 15 16:41:07 GMT 2014,Thu Jan 16 08:41:07 PST 2014,Wed Jan 15 08:50:21 PST 2014,,,37,100% (60/60),100% (60/60),100% (60/60),2485516,It's almost 3 and I just finished my last video and I still have to upload it to YouTube,negative,annaaaaaaaaannnnaaa,2485516,It's almost 3 and I just finished my last video and I still have to upload it to YouTube,,
2S5FSVGULF3DQUJWLFSF23NYUH79NY,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:03 GMT 2014,5,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:03 GMT 2014,,,2BANMHGYQ4J78CYW9EDFPOYYX5IM9S,AS809NPDW8VZ0,Approved,Wed Jan 15 16:25:47 GMT 2014,Wed Jan 15 16:26:20 GMT 2014,Thu Jan 16 08:26:20 PST 2014,Wed Jan 15 08:50:25 PST 2014,,,33,100% (79/79),100% (79/79),100% (79/79),2485516,It's almost 3 and I just finished my last video and I still have to upload it to YouTube,neutral,aaaaaaaaaaannnnnnnn,2485516,It's almost 3 and I just finished my last video and I still have to upload it to YouTube,,
2S5FSVGULF3DQUJWLFSF23NYUH79NY,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:03 GMT 2014,5,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:03 GMT 2014,,,2HIEOZFYQS1GDV9EDWID24ICGQNILD,A1627B33VS26L,Approved,Wed Jan 15 18:00:50 GMT 2014,Wed Jan 15 18:01:00 GMT 2014,Thu Jan 16 10:01:00 PST 2014,Thu Jan 16 01:06:32 PST 2014,,,10,100% (11/11),100% (11/11),100% (11/11),2485516,It's almost 3 and I just finished my last video and I still have to upload it to YouTube,neutral,aaaaaaaaaaaaaaaaaaa,2485516,It's almost 3 and I just finished my last video and I still have to upload it to YouTube,,
28J4IXKO2L962GZM85O38OCCMY7DC0,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:03 GMT 2014,4,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:03 GMT 2014,,,28TTHV8ER9YCEP78KYJMFKFH7E23QC,A19J8QB6W7Z8BF,Approved,Wed Jan 15 15:26:46 GMT 2014,Wed Jan 15 15:26:57 GMT 2014,Thu Jan 16 07:26:57 PST 2014,Wed Jan 15 07:34:40 PST 2014,,,11,100% (100/100),100% (100/100),100% (100/100),370457,iPad Air or Retina iPad mini? MAKE YOUR CASES.,neutral,eeeeeeeee,370457,iPad Air or Retina iPad mini? MAKE YOUR CASES.,,
28J4IXKO2L962GZM85O38OCCMY7DC0,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:03 GMT 2014,4,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:03 GMT 2014,,,2TLUHYW2GTPDCCUI3VD1G9YS3RXMRO,A2HR7ZIX42FEPG,Approved,Wed Jan 15 18:06:36 GMT 2014,Wed Jan 15 18:06:49 GMT 2014,Thu Jan 16 10:06:49 PST 2014,Thu Jan 16 01:06:28 PST 2014,,,13,100% (59/59),100% (59/59),100% (59/59),370457,iPad Air or Retina iPad mini? MAKE YOUR CASES.,neutral,eeeeeeeee,370457,iPad Air or Retina iPad mini? MAKE YOUR CASES.,,
28J4IXKO2L962GZM85O38OCCMY7DC0,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:03 GMT 2014,4,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:03 GMT 2014,,,2IBVCNHMVHVOXLNRZJT7EJ79Z2F31M,A1C2LRGS40747I,Approved,Wed Jan 15 16:39:52 GMT 2014,Wed Jan 15 16:40:30 GMT 2014,Thu Jan 16 08:40:30 PST 2014,Wed Jan 15 08:50:21 PST 2014,,,38,100% (60/60),100% (60/60),100% (60/60),370457,iPad Air or Retina iPad mini? MAKE YOUR CASES.,neutral,aaaaaaeee,370457,iPad Air or Retina iPad mini? MAKE YOUR CASES.,,
28J4IXKO2L962GZM85O38OCCMY7DC0,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:03 GMT 2014,4,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:03 GMT 2014,,,2V12HECWA6X7JQZ2DZ3PFKXP8U5LKK,A111JI6APXR6QV,Approved,Wed Jan 15 16:31:33 GMT 2014,Wed Jan 15 16:31:41 GMT 2014,Thu Jan 16 08:31:41 PST 2014,Wed Jan 15 09:00:02 PST 2014,,,8,100% (198/198),100% (198/198),100% (148/148),370457,iPad Air or Retina iPad mini? MAKE YOUR CASES.,neutral,,370457,iPad Air or Retina iPad mini? MAKE YOUR CASES.,,
2DO18N46UXFGY6SNADKNNSNTRGIQSC,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:02 GMT 2014,6,BatchId:1385688;,3600,86400,Thu Jan 23 09:09:09 GMT 2014,,,2DVFDEY5COW46IEP173RPLC6A1YU32,AS809NPDW8VZ0,Approved,Thu Jan 16 10:26:34 GMT 2014,Thu Jan 16 10:26:49 GMT 2014,Fri Jan 17 02:26:49 PST 2014,Thu Jan 16 03:03:34 PST 2014,,,15,100% (79/79),100% (79/79),100% (79/79),5578693,Instagram is just a site full of lies,negative,nnnnnnnn,5578693,Instagram is just a site full of lies,,
2DO18N46UXFGY6SNADKNNSNTRGIQSC,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:02 GMT 2014,6,BatchId:1385688;,3600,86400,Thu Jan 23 09:09:09 GMT 2014,,,2YVW5XH0JPPW347OCOCSZ75K0YJLFD,A19J8QB6W7Z8BF,Approved,Wed Jan 15 14:50:37 GMT 2014,Wed Jan 15 14:51:02 GMT 2014,Thu Jan 16 06:51:02 PST 2014,Wed Jan 15 06:54:53 PST 2014,,,25,100% (100/100),100% (100/100),100% (100/100),5578693,Instagram is just a site full of lies,negative,neeeennn,5578693,Instagram is just a site full of lies,,
2DO18N46UXFGY6SNADKNNSNTRGIQSC,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:02 GMT 2014,6,BatchId:1385688;,3600,86400,Thu Jan 23 09:09:09 GMT 2014,,,26UDIPDOBDDTTR6MIT4DIXMBI2U0BF,A2HR7ZIX42FEPG,Approved,Wed Jan 15 18:10:46 GMT 2014,Wed Jan 15 18:10:56 GMT 2014,Thu Jan 16 10:10:56 PST 2014,Thu Jan 16 01:06:28 PST 2014,,,10,100% (59/59),100% (59/59),100% (59/59),5578693,Instagram is just a site full of lies,negative,annnnnnn,5578693,Instagram is just a site full of lies,,
2DO18N46UXFGY6SNADKNNSNTRGIQSC,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:02 GMT 2014,6,BatchId:1385688;,3600,86400,Thu Jan 23 09:09:09 GMT 2014,,,2T9STLB3L0FF4B5E9I5J1EVEK34VJB,A1C2LRGS40747I,Approved,Wed Jan 15 16:00:12 GMT 2014,Wed Jan 15 16:02:50 GMT 2014,Thu Jan 16 08:02:50 PST 2014,Wed Jan 15 08:07:18 PST 2014,,,158,100% (60/60),100% (60/60),100% (60/60),5578693,Instagram is just a site full of lies,negative,aaaaannn,5578693,Instagram is just a site full of lies,,
20I11K274J7D5SJWZ7E4GUXFJBZDFB,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:05 GMT 2014,5,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:05 GMT 2014,,,29B51RYQM3EPBP92O7KG4FTE955Z09,A2HR7ZIX42FEPG,Approved,Wed Jan 15 16:03:42 GMT 2014,Wed Jan 15 16:04:07 GMT 2014,Thu Jan 16 08:04:07 PST 2014,Wed Jan 15 08:07:18 PST 2014,,,25,100% (59/59),100% (59/59),100% (59/59),4326441,If the iPhone 6 isn't waterproof idk what America is even doing,negative,nnaappnnnnnn,4326441,If the iPhone 6 isn't waterproof idk what America is even doing,,
20I11K274J7D5SJWZ7E4GUXFJBZDFB,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:05 GMT 2014,5,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:05 GMT 2014,,,2XDVWJ5OPB02GIMYWLNBHEP99FF4W2,A19J8QB6W7Z8BF,Approved,Wed Jan 15 15:08:19 GMT 2014,Wed Jan 15 15:08:46 GMT 2014,Thu Jan 16 07:08:46 PST 2014,Wed Jan 15 07:13:14 PST 2014,,,27,100% (100/100),100% (100/100),100% (100/100),4326441,If the iPhone 6 isn't waterproof idk what America is even doing,negative,eeeeeennnnnn,4326441,If the iPhone 6 isn't waterproof idk what America is even doing,,
20I11K274J7D5SJWZ7E4GUXFJBZDFB,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:05 GMT 2014,5,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:05 GMT 2014,,,239V8ER9Y8TR5K9PQLWKPHS23ZU5SB,AS809NPDW8VZ0,Approved,Thu Jan 16 03:53:13 GMT 2014,Thu Jan 16 03:53:41 GMT 2014,Thu Jan 16 19:53:41 PST 2014,Thu Jan 16 01:06:32 PST 2014,,,28,100% (79/79),100% (79/79),100% (79/79),4326441,If the iPhone 6 isn't waterproof idk what America is even doing,negative,aannnnannnnn,4326441,If the iPhone 6 isn't waterproof idk what America is even doing,,
20I11K274J7D5SJWZ7E4GUXFJBZDFB,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:05 GMT 2014,5,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:05 GMT 2014,,,2ABG5TYMNCW2W6W57RJSRX11Y2SNJG,A1627B33VS26L,Approved,Thu Jan 16 10:45:19 GMT 2014,Thu Jan 16 10:45:40 GMT 2014,Fri Jan 17 02:45:40 PST 2014,Thu Jan 16 03:03:33 PST 2014,,,21,100% (11/11),100% (11/11),100% (11/11),4326441,If the iPhone 6 isn't waterproof idk what America is even doing,negative,aaaaaaanaaaa,4326441,If the iPhone 6 isn't waterproof idk what America is even doing,,
26ZIT3HVWAVO38PDHPT1H2Z9GODEMD,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:05 GMT 2014,5,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:05 GMT 2014,,,2U91Q6SVQ8HCTODK4KWOLVCIG3C4NC,A19J8QB6W7Z8BF,Approved,Wed Jan 15 15:30:49 GMT 2014,Wed Jan 15 15:31:00 GMT 2014,Thu Jan 16 07:31:00 PST 2014,Wed Jan 15 07:34:39 PST 2014,,,11,100% (100/100),100% (100/100),100% (100/100),3830589,If I put this iPad down I'm sleep.,neutral,eeeeeeee,3830589,If I put this iPad down I'm sleep.,,
26ZIT3HVWAVO38PDHPT1H2Z9GODEMD,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:05 GMT 2014,5,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:05 GMT 2014,,,2XIQ7Q67051U5EAHZ1KQM1XMVUQXDD,A2HR7ZIX42FEPG,Approved,Wed Jan 15 18:06:50 GMT 2014,Wed Jan 15 18:07:00 GMT 2014,Thu Jan 16 10:07:00 PST 2014,Thu Jan 16 01:06:31 PST 2014,,,10,100% (59/59),100% (59/59),100% (59/59),3830589,If I put this iPad down I'm sleep.,neutral,eeeeeeee,3830589,If I put this iPad down I'm sleep.,,
26ZIT3HVWAVO38PDHPT1H2Z9GODEMD,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:05 GMT 2014,5,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:05 GMT 2014,,,2E70OHOVR14MIMBSJ8THOCWAL9L56B,AS809NPDW8VZ0,Approved,Wed Jan 15 16:29:30 GMT 2014,Wed Jan 15 16:30:05 GMT 2014,Thu Jan 16 08:30:05 PST 2014,Wed Jan 15 08:50:23 PST 2014,,,35,100% (79/79),100% (79/79),100% (79/79),3830589,If I put this iPad down I'm sleep.,neutral,aaaaannn,3830589,If I put this iPad down I'm sleep.,,
26ZIT3HVWAVO38PDHPT1H2Z9GODEMD,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:05 GMT 2014,5,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:05 GMT 2014,,,20NJ8EBDPGFPRXZFUY0RXDWI37KG17,A111JI6APXR6QV,Approved,Wed Jan 15 16:37:56 GMT 2014,Wed Jan 15 16:38:03 GMT 2014,Thu Jan 16 08:38:03 PST 2014,Wed Jan 15 09:00:01 PST 2014,,,7,100% (198/198),100% (198/198),100% (148/148),3830589,If I put this iPad down I'm sleep.,negative,,3830589,If I put this iPad down I'm sleep.,,
2Y7CGJ2D21O7H7K7YIGP2I2K5CLC68,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:01 GMT 2014,6,BatchId:1385688;,3600,86400,Thu Jan 23 09:09:07 GMT 2014,,,2QEMEGOOGQSG785081JESUUUFC4DDH,A2HR7ZIX42FEPG,Approved,Wed Jan 15 15:52:42 GMT 2014,Wed Jan 15 15:53:46 GMT 2014,Thu Jan 16 07:53:46 PST 2014,Wed Jan 15 07:55:53 PST 2014,,,64,100% (59/59),100% (59/59),100% (59/59),989873,I've always wondered if some of the people on YouTube fake their Australian accents because there's no way there are THAT many Australians.,negative,eeeeeeeeeenneeeeeeeeeee,989873,I've always wondered if some of the people on YouTube fake their Australian accents because there's no way there are THAT many Australians.,,
2Y7CGJ2D21O7H7K7YIGP2I2K5CLC68,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:01 GMT 2014,6,BatchId:1385688;,3600,86400,Thu Jan 23 09:09:07 GMT 2014,,,21ALKH1Q6SVUTJVYKPL6V5OBAOX1KR,A19J8QB6W7Z8BF,Approved,Wed Jan 15 15:20:06 GMT 2014,Wed Jan 15 15:20:26 GMT 2014,Thu Jan 16 07:20:26 PST 2014,Wed Jan 15 07:34:40 PST 2014,,,20,100% (100/100),100% (100/100),100% (100/100),989873,I've always wondered if some of the people on YouTube fake their Australian accents because there's no way there are THAT many Australians.,neutral,eeeeeeeeeeneeeeenneeeee,989873,I've always wondered if some of the people on YouTube fake their Australian accents because there's no way there are THAT many Australians.,,
2Y7CGJ2D21O7H7K7YIGP2I2K5CLC68,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:01 GMT 2014,6,BatchId:1385688;,3600,86400,Thu Jan 23 09:09:07 GMT 2014,,,2R8YQ4J3NABAWH95DNPYST1TYR2DQV,A1C2LRGS40747I,Approved,Wed Jan 15 17:41:39 GMT 2014,Wed Jan 15 17:42:03 GMT 2014,Thu Jan 16 09:42:03 PST 2014,Wed Jan 15 09:45:48 PST 2014,,,24,100% (60/60),100% (60/60),100% (60/60),989873,I've always wondered if some of the people on YouTube fake their Australian accents because there's no way there are THAT many Australians.,neutral,aaeaaaaaaaaaaaaaaaaaaaa,989873,I've always wondered if some of the people on YouTube fake their Australian accents because there's no way there are THAT many Australians.,,
2Y7CGJ2D21O7H7K7YIGP2I2K5CLC68,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:01 GMT 2014,6,BatchId:1385688;,3600,86400,Thu Jan 23 09:09:07 GMT 2014,,,23VDHJHP4BDH5IRO6QJXJX3GIJC4XQ,AS809NPDW8VZ0,Approved,Thu Jan 16 10:26:50 GMT 2014,Thu Jan 16 10:27:34 GMT 2014,Fri Jan 17 02:27:34 PST 2014,Thu Jan 16 03:03:34 PST 2014,,,44,100% (79/79),100% (79/79),100% (79/79),989873,I've always wondered if some of the people on YouTube fake their Australian accents because there's no way there are THAT many Australians.,negative,aaaaaaaannnnnnannnnnnnn,989873,I've always wondered if some of the people on YouTube fake their Australian accents because there's no way there are THAT many Australians.,,
2MBYMNCWYB4D0BFIQGO1BJONZR1MQX,2DRB49F9SSSLI3O9MMJTFH5F8NGWSJ,Determine the sentiment of tweets about technology,"Determine the sentiment of a tweet, and any sub-phrases.","sentiment, twitter, tweets, classification",$0.10,Wed Jan 15 14:14:04 GMT 2014,4,BatchId:1385688;,3600,86400,Wed Jan 22 14:14:04 GMT 2014,,,29YR70G5R98HTLQLC6NS2TNYRSSRB3,A13I8GYETPZSZW,Approved,Wed Jan 15 18:05:50 GMT 2014,Wed Jan 15 18:06:08 GMT 2014,Thu Jan 16 10:06:08 PST 2014,Thu Jan 16 01:06:27 PST 2014,,,18,100% (20/20),100% (20/20),100% (20/20),3588495,I'm sorry.. but when then hell did Twitter become facebook.,negative,nnnnnnnnnnnnnnnnnnnnnn,3588495,I'm sorry.. but when then hell did Twitter become facebook.,,
